nid,vid,type,language,title,uid,status,created,changed,comment,promote,moderate,sticky,tnid,translate,body
4265,21261,listing,,Wavra Farms & Nursery,12,0,1302233053,1438801496,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td><p>Providing exceptional customer service, Wavra is a beautifully maintained nursery with a huge selection of hanging baskets, annuals, perennials, and garden art. Handicap accessible. Open mid-march to mid-July.<br /><a href=""http://www.youtube.com/watch?v=ljy3xY_Zts4"" rel=""lightvideo""><img src=""http://www.travelsalem.com/files/images/Wavra_Farms_Video_Thumbnail.JPG"" title=""Click here to view a photo slideshow of Wavra Farms &amp; Nursery. Salem, Oregon."" width=""135"" height=""79"" style=""margin: 5px; float: right;"" /></a>7882 Jordan St. SE (4 å_ miles from the I-5/Hwy 22 junction)<br />Salem, OR 97317<br />503-364-9879<br /><a href=""http://www.wavrafarms.com"" target=""_blank"">www.wavrafarms.com</a></p></td> <td><a href=""http://www.wavrafarms.com"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/Wavra_Farms_Small.jpg"" title=""Wavra Farms &amp; Nursery ~ Salem, Oregon ~ www.facebook.com"" width=""190"" height=""143"" style=""margin: 5px; float: right;"" /></a></td></tr></tbody></table>"
4306,16669,listing,,World Beat Festival,4,1,1302282570,1391197917,0,0,0,0,0,0,"<table border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>
<p>June 28-29, 2014<br />Oregon's largest multicultural celebration. A two-day celebration of international cultural heritage, 125 performances, 100 vendors and exhibitors, dance, music, theater, kids activities, and much more.<br /><a href=""http://www.youtube.com/watch?v=clQVjbxWlIE"" rel=""lightvideo""><img src=""http://www.travelsalem.com/files/images/WorldBeat%20Video%20Thumbnail_0.jpg"" title=""Click here to view video about World Beat Festival. Salem, Oregon."" width=""120"" height=""68"" style=""float: right; margin: 5px;"" /></a>Salem's Riverfront Park<br />101 Front St.<br />Salem, OR 97301<br />503-581-2004<a href=""http://www.youtube.com/watch?v=clQVjbxWlIE"" rel=""lightvideo""><br /></a><a href=""http://www.WorldBeatFestival.org"" target=""_blank"">www.WorldBeatFestival.org</a></p>
</td>
<td><span class=""inline inline-left""><a href=""http://www.WorldBeatFestival.org"" target=""_blank""><img src=""/files/images/World_Beat_Festival_Small.jpg"" title=""World Beat Festival ~ last weekend in June ~ Salem, Oregon ~ www.WorldBeatFestival.org"" width=""190"" height=""126"" style=""margin: 5px; float: right; border-width: 0px;"" class=""image image-preview "" /></a></span></td>
</tr>
</tbody>
</table>"
4331,18045,listing,,Pepsi Beverages Company,12,0,1303261117,1401988331,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>Ever thought of Dragon Boat Racing? Join one of our teams, or get 20 friends and create your own. Everything provided for you to start.<br />Salem Multicultural Institute<br />PO Box 4611<br />Salem, OR 97302<br />503-581-2004<br /><a href=""http://www.WorldBeatFestival.org"" target=""_blank"">www.WorldBeatFestival.org</a></td>
<td><a href=""http://www.WorldBeatFestival.org"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/World_Beat_Dragon_Small.jpg"" title=""World Beat Dragon Boat Club ~ Salem, Oregon ~ www.WorldBeatFestival.org"" width=""191"" height=""127"" style=""margin: 5px; float: right;"" /></a></td>
</tr>
</tbody>
</table>"
4339,8649,listing,,World Beat Dragon Boat Club,4,1,1303343246,1303343246,0,0,0,0,0,0,"<p>220 Pacific Hwy 99W<br />Monmouth, OR 97361<br />503-838-1730</p>"
4342,21630,listing,,J's Cafe,12,1,1303608742,1445018354,0,0,0,0,0,0,"<p>220 Pacific Hwy 99W<br />Monmouth, OR 97361<br />503-838-1730</p>"
4343,12298,listing,,Roberts Crossing,12,1,1303608875,1343686475,0,0,0,0,0,0,"<p>3635 River Rd. S<br />Salem, OR 97302<br />503-584-1035<br /><a href=""http://www.robertscrossing.com"" target=""_blank"">www.robertscrossing.com</a></p>"
4350,19773,listing,,A Travel Network,12,1,1303699878,1422377978,0,0,0,0,0,0,"<p>179 High St. SE<br />Salem, OR 97301<br />503-399-4799<br />800-395-2929&nbsp;</p>"
4352,20621,listing,,LifeSource Natural Foods,12,1,1303700147,1431124473,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td>2649 Commercial St. SE<br />Salem, OR 97302<br />503-361-7973<br /></td> <td><br /></td></tr></tbody></table>"
4358,21631,listing,,"Kraft Custom Construction, Inc.",12,0,1303700987,1445018596,0,0,0,0,0,0,"<p>191 Kingwood Ave. NW<br />Salem, OR 97304<br />503-364-5842</p>"
4360,15878,listing,,Where the Sidewalk Begins,12,0,1303701239,1383601795,0,0,0,0,0,0,"<p>233 Commercial St. NE<br />Salem, OR 97301<br />503-364-2933</p>"
4389,15325,listing,,Loustic Catering,12,0,1303965399,1379433426,0,0,0,0,0,0,"<p>4700 Salem Dallas Hwy NW<br />Salem, OR 97304<br />503-364-6042<br /><a href=""http://www.lousticcatering.com"" target=""_blank"">www.lousticcatering.com</a></p>"
4431,16166,listing,,"Salem Community Acupuncture, LLC",12,0,1305177695,1386616023,0,0,0,0,0,0,"<p>2416 13th St. SE<br />Salem, OR 97302<br />503-798-2918<br /><a href=""http://www.salemcommunityacupuncture.com"" target=""_blank"">www.salemcommunityacupuncture.com</a></p>"
4432,8797,listing,,Willamette Valley Vineyards,12,1,1305179415,1305179415,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>For the ideal blend of picturesque scenery, award-winning wines and excellent views. Three banquet rooms are available as well as an outdoor facility. <br />Contact: Sarah Kammerer<br /><a href=""mailto:hospitality@wvv.com"">hospitality@wvv.com</a><br />503-588-9463<br />800-344-9463 <br /><a href=""http://www.willamettevalleyvineyards.com/"" target=""_blank"">www.willamettevalleyvineyards.com</a> <br /></td>
<td><span class=""inline inline-left""><img src=""/files/images/WillametteValleyVineyards.jpg"" width=""113"" height=""171"" border=""0"" class=""image image-preview "" /></span></td>
</tr>
</tbody>
</table>"
4436,8828,listing,,Phoenix RV Park,12,1,1305513309,1305513309,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>
<p>Centrally located destination resort with shuttle to Spirit Mountain Casino, 75 capacity meeting room for guests, big rigs, rally groups discounts, free Wi-Fi, clean laundry and beautifully landscaped.<br />4130 Silverton Rd. NE<br />Salem, OR 97305<br />503-581-2497 or 800-237-2497<br /><a href=""http://www.phoenixrvpk.com"" target=""_blank"">www.phoenixrvpk.com</a></p>
</td>
<td><a href=""http://www.phoenixrvpk.com"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/Phoenix_RV_Meeting_Small.jpg"" title=""Phoenix RV Park ~ Salem, Oregon ~ www.phoenixrvpk.com"" width=""192"" height=""128"" style=""margin: 5px; float: right;"" /></a></td>
</tr>
</tbody>
</table>"
4496,8930,listing,,Create A Memory,12,1,1306385665,1306385665,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>Downtown art studio offers a mix of fun &amp; functionality. Create your own pottery &amp; fused glass. A place where memories are made. A wonderful gift!<br />270 Commercial St. NE<br />Salem, OR 97301<br />503-375-3664<br /><a href=""http://www.createamemory.org"" target=""_blank"">www.createamemory.org</a><a href=""http://www.createamemory.org"" target=""_blank""></a></td>
<td><a href=""http://www.createamemory.org"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/Create_A_Memory_Small.jpg"" title=""Create A Memory ~ Salem, Oregon ~ www.createamemory.org"" width=""192"" height=""173"" style=""margin: 5px; float: right;"" /></a></td>
</tr>
</tbody>
</table>"
4502,21713,listing,,Oregon Country Tours,12,0,1306387037,1445374897,0,0,0,0,0,0,"<p>1607 Spring Hill Dr.<br />Albany, OR 97321<br />888-762-8687<br /><a href=""http://www.oregoncountrytours.com"" target=""_blank"">www.oregoncountrytours.com</a></p>"
4505,8943,listing,,McGrath's Fish House - Downtown,12,1,1306470260,1306470260,0,0,0,0,0,0,"<p>350 Chemeketa St. NE<br />Salem, OR 97301<br />503-362-0736<br /><a href=""http://www.mcgrathsfishhouse.com"" target=""_blank"">www.mcgrathsfishhouse.com</a></p>"
4506,8944,listing,,McGrath's Fish House - Lancaster,12,1,1306470349,1306470349,0,0,0,0,0,0,"<p>3805 Center St. NE<br />Salem, OR 97301<br />503-485-3086<br /><a href=""http://www.mcgrathsfishhouse.com"" target=""_blank"">www.mcgrathsfishhouse.com</a></p>"
4509,15733,listing,,Tribal Moose,12,0,1306771915,1381878202,0,0,0,0,0,0,"<p>PO Box 746<br />Sublimity, OR 97385<br />503-884-6950<br /><a href=""http://www.tribalmoose.net"" target=""_blank"">www.tribalmoose.net</a></p>"
4510,19185,listing,,Break the Chain Apparel,12,0,1306772720,1413917334,0,0,0,0,0,0,"<p>1740 Shaff Rd.<br />PMB 238<br />Stayton, OR 97383<br />503-859-5555<br /><a href=""http://www.breakthechainapparel.com"" target=""_blank"">www.breakthechainapparel.com</a></p>"
4546,15765,listing,,Magic Tek,12,0,1307333161,1382385426,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>We are not a big box store, a franchise, or a corporation. We are the only IT business 100% women owned &amp; operated in the Mid-Willamette Valley. <br />405 N 10th Pl.<br />Aumsville, OR 97325<br />503-383-2421<br /><a href=""http://www.magictekllc.com"" target=""_blank"">www.magictekllc.com</a></td>
<td><a href=""http://www.magictekllc.com"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/Magic_Tek_Small.jpg"" title=""Magic Tek ~ Aumsville, Oregon ~ www.magictekllc.com"" width=""188"" height=""170"" style=""margin: 5px; float: right;"" /></a></td>
</tr>
</tbody>
</table>"
4548,21629,listing,,Images Of Dine',12,0,1307334049,1445018313,0,0,0,0,0,0,"<p>405 N 10th Pl.<br />Aumsville, OR 97325<br />503-742-3700</p>"
4560,19399,listing,,Alcyone Cafe & Catering,12,0,1307761292,1416339392,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>
<p>Growing up cooking with our mothers and grandmothers, we share the everyday family cooking that we loved as children and as adults. Committed to fresh, healthy and local.<br />315 High St. SE<br />Salem, OR 97301<br />503-362-5696<br /><a href=""https://www.facebook.com/pages/Alcyone-Cafe-Catering/272350087694"" target=""_blank"">www.alcyonecafe.com</a></p>
</td>
<td><a href=""http://www.youtube.com/watch?v=BTl0EsmoqFQ&amp;amp;hl=en_US"" rel=""lightvideo""><img src=""http://www.travelsalem.com/files/images/Alcyone_Cafe_&amp;_Catering_Video_Thumbnail.JPG"" title=""Click here to view video of Alcyone Cafe &amp; Catering. Salem, Oregon."" width=""138"" height=""78"" style=""float: right; margin: 5px;"" /></a></td>
</tr>
</tbody>
</table>"
4563,15766,listing,,Geronimo Clark Fine Artist,12,0,1307763230,1382385460,0,0,0,0,0,0,"<p>405 N 10th Pl.<br />Aumsville, OR 97325<br />503-383-2421</p>"
4602,15164,listing,,Diesel Fitness Gym,12,0,1308283831,1378399097,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>We are a family friendly gym that includes personal training, massage, tanning, group fitness classes, child care and more.<br />1755 Mt. Hood Ave., Ste. 130<br />Woodburn, OR 97071<br />503-981-8557<br /><a href=""http://www.dieselfitnessgym.com"" target=""_blank"">www.dieselfitnessgym.com</a></td>
<td><a href=""http://www.dieselfitnessgym.com"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/Diesel_Fitness_Gym_Small.jpg"" title=""Diesel Fitness Gym ~ Woodburn, Oregon ~ www.dieselfitnessgym.com"" width=""192"" height=""128"" style=""margin: 5px; float: right;"" /></a></td>
</tr>
</tbody>
</table>"
4603,17129,listing,,Where To Start Fitness,12,0,1308284517,1395159607,0,0,0,0,0,0,"<p>370 N 2nd St.<br />Stayton, OR 97383<br />503-767-4094<br /><a href=""http://www.wheretostartfitness.com"" target=""_blank"">www.wheretostartfitness.com</a></p>"
4648,21684,listing,,Balance For Life,12,0,1308894688,1445038621,0,0,0,0,0,0,"<p>Sublimity, OR 97385<br />503-910-9529<br /><a href=""http://www.balance4lifecoach.com"" target=""_blank"">www.balance4lifecoach.com</a></p>"
4651,9185,listing,,Willamette Academy,12,1,1308895115,1308895115,0,0,0,0,0,0,"<p>195 Cottage St.<br />Salem, OR 97301<br />503-931-0549<br /><a href=""http://www.willamette.edu/academy"" target=""_blank"">www.willamette.edu/academy</a></p>"
4653,20983,listing,,Willamette Valley Vineyards,4,1,1309305008,1435083677,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td>Willamette Valley Vineyards Restaurant. Food service from 11:30 a.m.-5 p.m.<br />8800 Enchanted Way SE<br />Turner, OR 97392<br />503-588-9463<br /><a href=""http://www.wvv.com"" target=""_blank"">www.wvv.com</a></td> <td><p><a href=""http://www.wvv.com"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/WVV_Restaurant_Small.jpg"" title=""Willamette Valley Vineyards ~ Turner, Oregon ~ www.wvv.com"" width=""190"" height=""142"" style=""margin-top: 5px; margin-bottom: 5px; display: block; margin-left: auto; margin-right: auto;"" /></a></p></td></tr></tbody></table>"
4654,9703,listing,,The Reed Opera House,12,1,1309405676,1314936670,0,0,0,0,0,0,"<p>189 Liberty St. NE<br />Salem, OR 97301<br />503-391-4481<br /><a href=""http://www.reedoperahouse.com"" target=""_blank"">www.reedoperahouse.com</a></p>"
4714,16625,listing,,Silverton Fine Arts Festival,12,1,1310345367,1391122868,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>August<br />Coolidge-McClaine Park<br />303 Coolidge St.<br />Silverton, OR 97381<br />503-873-2480<br /><a href=""http://www.silvertonarts.org"" target=""_blank"">www.silvertonarts.org</a></td>
<td><br /></td>
</tr>
</tbody>
</table>"
4715,19616,listing,,"Gilgamesh Brewing, The Campus",12,1,1310345760,1420591230,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td>The Campus is composed of the Gilgamesh Brewery, restaurant, and outdoor event space. Great brews and food. Family friendly until 9 p.m.<br /><a href=""http://www.youtube.com/watch?v=jsIa76ZNAKs"" rel=""lightvideo""><img src=""http://www.travelsalem.com/files/images/Gilgamesh_Video_Thumbnail.jpg"" title=""Click here to view video of Gilgamesh Brewing, The Campus. Salem, Oregon."" width=""120"" height=""66"" style=""float: right; margin: 5px;"" /></a>2065 Madrona St. SE<br />Salem, OR 97302<br />503-584-1789<br /><a href=""https://www.facebook.com/gilgameshbrewing"" target=""_blank"">www.gilgameshbrewing.com</a>&nbsp;</td> <td>&nbsp;<a href=""http://www.gilgameshbrewing.com"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/Gilgamesh%20Photo%20for%20Brewery%20Listing_190.jpg"" title=""Gilgamesh Brewing, The Campus ~ Salem, Oregon ~ www.gilgameshbrewing.com"" width=""190"" height=""151"" style=""margin: 5px; float: right;"" /></a></td></tr></tbody></table>"
4726,16588,listing,,Taste & See Salem!,12,0,1310615747,1391103675,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>Sample food while taking a guided walking tour through Historic Downtown. Each three hour tour provides a glimpse into the restaurant culture of Salem.<a href=""&quot;http://www.youtube.com/v/v_lIgyffrk4?hd=1=en_US"" rel=""lightvideo""><img src=""http://www.travelsalem.com/files/images/Taste_and_See_Salem_Thumbnail.JPG"" title=""Click here to view a video of Taste &amp; See Salem! ~ Salem, Oregon ~ www.tasteandseesalem.com"" width=""138"" height=""77"" style=""float: right; margin: 5px;"" /></a><br />Throughout downtown Salem<br />Salem, OR 97301<br />503-569-9848<br /><a href=""http://www.tasteandseesalem.com"" target=""_blank"">www.tasteandseesalem.com</a></td>
<td><a href=""http://www.tasteandseesalem.com"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/TasteAndSeeSalem.png"" title=""Taste &amp; See Salem! ~ Salem, Oregon ~ www.tasteandseesalem.com"" width=""192"" height=""160"" style=""margin: 5px; float: right;"" /></a></td>
</tr>
</tbody>
</table>"
4727,16589,listing,,Taste and See Salem!,12,0,1310615819,1391103701,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>Sample food while taking a guided walking tour through Historic Downtown. Each three hour tour provides a glimpse into the restaurant culture of Salem.<a href=""&quot;http://www.youtube.com/v/v_lIgyffrk4?hd=1=en_US"" rel=""lightvideo""><img src=""http://www.travelsalem.com/files/images/Taste_and_See_Salem_Thumbnail.JPG"" title=""Click here to view a video of Taste &amp; See Salem! ~ Salem, Oregon ~ www.tasteandseesalem.com"" width=""138"" height=""77"" style=""float: right; margin: 5px;"" /></a><br />Throughout downtown Salem<br />Salem, OR 97301<br />503-569-9848<br /><a href=""http://www.tasteandseesalem.com"" target=""_blank"">www.tasteandseesalem.com</a></td>
<td><a href=""http://www.tasteandseesalem.com"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/TasteAndSeeSalem.png"" title=""Taste &amp; See Salem! ~ Salem, Oregon ~ www.tasteandseesalem.com"" width=""192"" height=""160"" style=""margin: 5px; float: right;"" /></a></td>
</tr>
</tbody>
</table>"
4778,16630,listing,,Polk County Fairgrounds & Event Center,12,1,1311130808,1391123469,0,0,0,0,0,0,"<p>R.V. camping and R.V. rallies. Water and electric hook ups, dump station on site and restrooms with showers available. Easy access off of Hwy 99W. Big rig friendly.<br />520 S Pacific Hwy W<br />Rickreall, OR 97371<br />503-623-3048 or 888-229-6818<br /><a href=""http://www.co.polk.or.us/fair  "" target=""_blank"">www.co.polk.or.us/fair  &nbsp;</a></p>"
4779,9388,listing,,Polk County Fairgrounds & Event Center,12,1,1311131157,1311131157,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>Just off of Hwy 99W, 4 buildings, meeting rooms and RV lodging. Capacity 10 - 1,200. Full service catering available if needed.<br />520 S Pacific Hwy W<br />Rickreall, OR 97371<br />503-623-3048 or 888-229-6818<br /><a href=""http://www.co.polk.or.us/fair"" target=""_blank"">www.co.polk.or.us/fair</a></td>
<td>&nbsp;</td>
</tr>
</tbody>
</table>"
4790,19585,listing,,Jazzercise Salem Columbus Hall,12,1,1311133449,1419877822,0,0,0,0,0,0,"<p>1510 Cottage St. NE&nbsp;<br />Salem, OR 97303<br />503-851-7491</p>"
4884,9665,listing,,"Special Memories Travel, LLC",12,1,1313116120,1314336735,0,0,0,0,0,0,"<p>4415 River Rd. N<br />Keizer, OR 97303<br />503-390-7492 or 800-575-7822<br /><a href=""http://www.specialmemoriestravel.com"" target=""_blank"">www.specialmemoriestravel.com</a></p>"
4887,14645,listing,,Bird and Hat Inn,12,0,1313116811,1374000447,0,0,0,0,0,0,"<p>717 N 3rd Ave.<br />Stayton, OR 97383<br />503-769-7817<br /><a href=""http://www.birdandhatinn.com"" target=""_blank"">www.birdandhatinn.com</a></p>"
4935,20748,listing,,Piluso Vineyard and Winery,12,0,1313464122,1432917576,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td>GREAT WINES BEGIN WITH GREAT GRAPES! Family owned and operated from ""vine to wine"" producing award-winning wines. Our passion is your pleasure.<br />6654 Shaw Hwy SE<br />Aumsville, OR 97325<br />503-749-4125<br /><a href=""http://www.pilusowines.com"" target=""_blank"">www.pilusowines.com</a></td> <td><a href=""http://www.pilusowines.com"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/Piluso_Small.jpg"" title=""Piluso Vineyard and Winery ~ Aumsville, Oregon ~ www.pilusowines.com"" width=""192"" height=""145"" style=""float: right;"" /></a></td></tr></tbody></table>"
4944,19580,listing,,Creekside Flyfishing,12,0,1313984345,1419359538,0,0,0,0,0,0,"<p>350 Liberty St. SE<br />Salem, OR 97301<br />503-588-1768</p>"
4945,21643,listing,,RJ Dance Studio,12,0,1313984583,1445020515,0,0,0,0,0,0,"<p>317 Court St. (upstairs)<br />Salem, OR 97301<br />503-363-3341</p>"
4947,9628,listing,,Oregon School of Massage,4,1,1314116646,1314116646,0,0,0,0,0,0,"<p>2111 Front St. NE, Suite 3-101<br />Salem, OR 97301<br />503-585-8912</p>"
4983,21702,listing,,BAM Agency,12,0,1314934559,1445360012,0,0,0,0,0,0,"<p>255 Division St. NE<br />Salem, OR 97301<br />503-566-7878</p>"
4986,16857,listing,,LivePostcard,12,0,1314935288,1392336168,0,0,0,0,0,0,"<p>Salem, OR 97301<br />503-508-9665<br /><a href=""http://www.livepostcard.com"" target=""_blank"">www.livepostcard.com</a></p>"
4988,21652,listing,,Roger Yost Gallery,12,0,1314935909,1445022396,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td>Located in a 1927 art deco tower in the heart of downtown Salem, Oregon's capital city, and within strolling distance of fine restaurants, boutiques, museums and other galleries.<br />388 State St. NE<br />Salem, OR 97301<br />503-370-9951 or 866-225-7985<br /><a href=""http://www.rogeryostgallery.com"" target=""_blank"">www.rogeryostgallery.com</a></td> <td><a href=""http://www.rogeryostgallery.com"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/Roger_Yost_Gallery_Small.jpg"" title=""The Roger Yost Gallery ~ Salem, Oregon ~ www.rogeryostgallery.com"" width=""111"" height=""173"" style=""margin: 5px;"" /></a></td></tr></tbody></table>"
5043,9788,listing,,Schreiner's Iris Gardens,4,1,1315786872,1315786872,0,0,0,0,0,0,"<p>3625 Quinaby Rd. NE<br />Salem, OR 97303<br />503-393-3232 or 800-525-2367<br /><a href=""http://www.schreinersgardens.com"" target=""_blank"">www.schreinersgardens.com</a></p>"
5046,14125,listing,,Grace Goudy Distinguished Artists Series,4,1,1315788327,1368825109,0,0,0,0,0,0,"<p>Willamette University<br />900 State St.<br />Salem, OR 97301<br />503-370-6255<br /><a href=""http://www.willamette.edu/arts/goudyartistseries"" target=""_blank"">www.willamette.edu/arts/goudyartistseries</a></p>"
5088,9860,listing,,Crossroads Fine Linen & Party Rentals,12,1,1316400565,1316400777,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td>We can accommodate any size and style of event, from casual to elegant. Design your event in our beautiful showroom or visit our website.<br />2980 19th St. SE, Ste. 110<br />Salem, OR 97302<br />503-399-0624<br /><a href=""http://www.crossroadslinenrentals.com"" target=""_blank"">www.crossroadslinenrentals.com</a></td>
<td><a href=""http://www.crossroadslinenrentals.com"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/Crossroads_Small.jpg"" title=""Crossroads Fine Linen &amp; Party Rentals ~ Salem, Oregon ~ www.crossroadslinenrentals.com"" width=""192"" height=""128"" style=""margin: 5px; float: right;"" /></a></td>
</tr>
</tbody>
</table>"
5089,16917,listing,,Crossroads Fine Linen & Party Rentals,12,1,1316400705,1393001922,0,0,0,0,0,0,"<p>2980 19th St. SE, Ste. 110<br />Salem, OR 97302<br />503-399-0624<br /><a href=""http://www.crossroadslinenrentals.com"" target=""_blank"">www.crossroadslinenrentals.com</a></p>"
5092,21627,listing,,Gerry Frank's Konditorei,12,0,1316401748,1445017488,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td>A one of a kind dessert shop in the Northwest since 1982. Along with our famous desserts, we also serve breakfast, lunch, and dinner.<br />310 Kearney St.<br />Salem, OR 97302<br />503-585-7070<br /><br /></td> <td><br /></td></tr></tbody></table>"
5093,21628,listing,,Gerry Frank's Konditorei,12,1,1316401810,1445017497,0,0,0,0,0,0,"<p>310 Kearney St.<br />Salem, OR 97302<br />503-585-7070<br /><br /></p>"
5131,9964,listing,,Ma Valise,12,1,1316999812,1316999812,0,0,0,0,0,0,"<p>379 State St.<br />Salem, OR 97301<br />503-371-2234</p>"
5133,20617,listing,,Madrona Hills Ace Hardware,12,0,1317001025,1431124234,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td><p>Shopping for home decor, gourmet, cards and paper goods, baby, bath and body, European toys, Root Candles, Gourmet Village, Caspari, Thyme, Cucina, and Moonstruck Chocolate.<br />706 Madrona Ave. SE<br />Salem, OR 97302<br />503-763-6323<br /><a href=""http://www.madronaacehardware.com"" target=""_blank"">www.madronaacehardware.com</a></p></td> <td><a href=""http://www.madronaacehardware.com"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/Madrona_Hills_Ace_Small.jpg"" title=""Madrona Hills Ace Hardware ~ Salem, Oregon ~ www.madronaacehardware.com"" width=""113"" height=""170"" style=""float: right; margin: 5px;"" /></a><br /></td></tr></tbody></table>"
5135,12521,listing,,Evergreen Aviation and Space Museum,12,1,1317002265,1347317976,0,0,0,0,0,0,"<p>500 NE Captain Michael King Smith Way<br />McMinnville, OR 97128<br />503-434-4185<br /><a href=""http://www.evergreenmuseum.org"" target=""_blank"">www.evergreenmuseum.org</a></p>"
5136,21615,listing,,Evergreen Aviation and Space Museum,12,1,1317002403,1445014738,0,0,0,0,0,0,"<table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td><p>Evergreen Aviation &amp; Space Museum is home to the Spruce Goose and 150 other artifacts. Two museums, a theater and a cafe located on campus.<br />500 NE Captain Michael King Smith Way<br />McMinnville, OR 97128<br />503-434-4185<br /><a href=""http://www.evergreenmuseum.org"" target=""_blank"">www.evergreenmuseum.org</a></p></td> <td><a href=""http://www.evergreenmuseum.org"" target=""_blank""><img src=""http://www.travelsalem.com/files/images/Evergreen_Small.jpg"" title=""Evergreen Aviation &amp; Space Museum ~ Salem, Oregon ~ Evergreen Aviation &amp; Space Museum"" width=""190"" height=""163"" style=""float: right; margin: 5px;"" /></a></td></tr></tbody></table>"
5148,9992,listing,,Stangeland Winery,4,1,1317429237,1317429237,0,0,0,0,0,0,"<p>8500 Hopewell Rd. NW<br />Salem, OR 97304<br />503-581-0355<br /><a href=""http://www.stangelandwinery.com"" target=""_blank"">www.stangelandwinery.com</a></p>"
5151,20831,listing,,Trader Joe's,4,0,1317430611,1433445999,0,0,0,0,0,0,"<p>4450 Commercial St. SE, #100<br />Salem, OR 97302<br />503-378-9042<br /><br /></p>"
